id,poop_id,extraction_date,extraction_observer_id,extraction_volume,weigh_date,weigh_observer_id,hair,contaminants_removed,mass_g,extra,box_id
6675,L2839,2018-07-01,Mark Castaneda,1000,2018-06-20,Mark Castaneda,FALSE,leaves removed,0.052,FALSE,NA
6747,L3505,2018-03-01,Mark Castaneda,1000,2018-01-22,Alexandra Geiger,FALSE,NA,0.047,FALSE,NA
6762,L3643,2018-03-01,Mark Castaneda,1000,2018-01-19,Mark Castaneda,FALSE,NA,0.052,TRUE,NA
6775,L3697,2018-07-01,Mark Castaneda,1000,2018-06-21,Mark Castaneda,FALSE,NA,0.051,TRUE,NA
6789,L3769,2018-07-01,Mark Castaneda,1000,2018-06-26,Mark Castaneda,FALSE,NA,0.023,FALSE,NA
6803,L3831,2018-07-01,Mark Castaneda,1000,2018-06-26,Mark Castaneda,FALSE,NA,0.052,TRUE,25
6804,L3832,2018-06-01,Mark Castaneda,1000,2018-04-13,Adam Scott,FALSE,NA,0.05,TRUE,22
6812,L5643,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA
6817,L6018,2018-06-01,Mark Castaneda,1000,2018-04-13,Adam Scott,FALSE,NA,0.025,FALSE,NA
6818,L6024,2018-07-01,Mark Castaneda,1000,2018-06-21,Mark Castaneda,FALSE,leaves removed,0.048,TRUE,NA
6821,L6040,2018-07-01,Mark Castaneda,1000,2018-06-19,Mark Castaneda,FALSE,NA,0.02,FALSE,NA
6823,L6056,2018-07-01,Mark Castaneda,1000,2018-06-21,Mark Castaneda,FALSE,grass removed,0.051,TRUE,NA
6825,L6062,2018-07-01,Mark Castaneda,1000,2018-06-20,Mark Castaneda,FALSE,NA,0.05,TRUE,NA
6828,L6088,2018-07-01,Mark Castaneda,1000,2018-06-26,Mark Castaneda,FALSE,NA,0.052,TRUE,NA
6832,L6110,2018-07-01,Mark Castaneda,1000,2018-06-22,Mark Castaneda,FALSE,NA,0.048,TRUE,NA
6835,L6119,2018-07-01,Mark Castaneda,1000,2018-06-21,Mark Castaneda,FALSE,bracts removed,0.025,FALSE,NA
6836,L6120,2018-07-01,Mark Castaneda,1000,2018-06-20,Mark Castaneda,FALSE,NA,0.052,TRUE,NA
6848,L6162,2018-07-01,Mark Castaneda,1000,2018-06-26,Mark Castaneda,FALSE,leaves removed,0.05,TRUE,NA
6855,L6181,2018-07-01,Mark Castaneda,1000,2018-06-26,Mark Castaneda,FALSE,bracts removed,0.053,FALSE,NA
6858,L8055,2018-06-01,Mark Castaneda,1000,2018-03-28,Adam Scott,FALSE,seedling removed,0.05,TRUE,NA
6859,NA,NA,NA,1000,NA,NA,NA,NA,0.059,NA,NA
6902,P0136,NA,NA,1000,2015-11-07,NA,FALSE,NA,0.048,NA,52
6919,P0249,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
6976,P0737,NA,NA,1000,NA,NA,NA,NA,0.05,NA,1
7062,P1074,NA,NA,1000,2015-11-06,NA,FALSE,NA,0.053,NA,54
7087,P1164,NA,NA,1000,2015-11-07,NA,FALSE,bract and needles removed,0.052,NA,NA
7109,P1245,NA,NA,1000,NA,NA,NA,NA,0.055,NA,1
7131,P1289,NA,NA,1000,NA,NA,NA,NA,0.053,NA,1
7185,P1428,NA,NA,1000,NA,NA,NA,NA,0.056,NA,NA
7197,P1463,NA,NA,1000,NA,NA,NA,NA,0.056,NA,1
7233,P1545,NA,NA,1000,NA,NA,NA,NA,0.053,NA,1
7266,P1657,NA,NA,1000,NA,NA,NA,NA,0.051,NA,14
7442,P2602,NA,NA,1000,2015-11-07,NA,FALSE,NA,0.046,NA,NA
7544,P3272,NA,NA,1000,2015-11-19,NA,FALSE,bract and needles removed,0.049,NA,NA
7605,T1656,2018-03-01,Mark Castaneda,1000,2018-01-19,Mark Castaneda,FALSE,needles removed,0.054,TRUE,21
7606,X,NA,NA,1000,2015-11-12,NA,FALSE,NA,0.048,NA,NA
