id,poop_id,extraction_date,extraction_observer_id,extraction_volume,weigh_date,weigh_observer_id,hair,contaminants_removed,mass_g,extra,box_id
1,000.40,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
2,00001,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
3,003.14,NA,NA,1000,NA,NA,NA,NA,0.05,NA,26
4,013.43,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
5,016.84,NA,NA,1000,NA,NA,NA,NA,0.05,NA,26
6,068.69,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
7,A0163,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
8,A0173,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
9,A0568,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
10,A0738,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
11,A0819,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
12,A1340,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
13,A1577,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
14,A1766,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
15,B0358,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
16,B1058,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
17,B1760,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
18,B2371,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
19,B3013,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
20,B3902,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
21,B4124,NA,NA,1000,NA,NA,NA,NA,0.05,NA,20
22,B4424,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
23,C1248,NA,NA,1000,NA,NA,NA,NA,0.05,NA,78
24,C1512,NA,NA,1000,NA,NA,NA,NA,0.05,NA,79
25,I1352,NA,NA,1000,NA,NA,NA,NA,0.05,NA,77
26,I2923,NA,NA,1000,NA,NA,NA,NA,0.05,NA,77
27,I3422,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
28,I3545,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
29,I3628,NA,NA,1000,NA,NA,NA,NA,0.05,NA,77
30,I3678,NA,NA,1000,NA,NA,NA,NA,0.05,NA,24
31,I5239,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
32,K0098,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
33,K0354,NA,NA,1000,NA,NA,NA,NA,0.05,NA,70
34,K0666,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
35,K1358,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
36,K1390,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
37,K1790,NA,NA,1000,NA,NA,NA,NA,0.05,NA,44
38,K2033,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
39,K2146,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
40,K2584,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
41,K2913,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
42,K3055,NA,NA,1000,NA,NA,NA,NA,0.05,NA,44
43,K3143,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
44,K3272,NA,NA,1000,NA,NA,NA,NA,0.05,NA,15
45,K3273,NA,NA,1000,NA,NA,NA,NA,0.05,NA,26
46,K3502,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
47,K3590,NA,NA,1000,NA,NA,NA,NA,0.05,NA,44
48,K3651,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
49,K3784,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
50,K3788,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
51,K3889,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
52,K3906,NA,NA,1000,NA,NA,NA,NA,0.05,NA,44
53,K4339,NA,NA,1000,NA,NA,NA,NA,0.05,NA,6
54,K5073,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
55,K5572,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
56,K5643,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
57,K6060,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
58,K6268,NA,NA,1000,NA,NA,NA,NA,0.05,NA,70
59,L0352,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
60,L0417,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
61,L0457,NA,NA,1000,NA,NA,NA,NA,0.05,NA,26
62,L0534,NA,NA,1000,NA,NA,NA,NA,0.05,NA,25
63,L1081,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
64,L1262,NA,NA,1000,NA,NA,NA,NA,0.05,NA,26
65,L1621,NA,NA,1000,NA,NA,NA,NA,0.05,NA,22
66,L1678,NA,NA,1000,NA,NA,NA,NA,0.05,NA,21
67,L1791,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
68,L1797,NA,NA,1000,NA,NA,NA,NA,0.05,NA,25
69,L1892,NA,NA,1000,NA,NA,NA,NA,0.05,NA,22
70,L2132,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
71,L2689,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
72,L2894,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
73,L3671,NA,NA,1000,NA,NA,NA,NA,0.05,NA,21
74,P0058,NA,NA,1000,NA,NA,NA,NA,0.05,NA,14
75,P0448,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
76,P1133,NA,NA,1000,NA,NA,NA,NA,0.05,NA,15
77,P1251,NA,NA,1000,NA,NA,NA,NA,0.05,NA,15
78,P1699,NA,NA,1000,NA,NA,NA,NA,0.05,NA,21
79,P2066,NA,NA,1000,NA,NA,NA,NA,0.05,NA,14
80,P2102,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
81,P2324,NA,NA,1000,NA,NA,NA,NA,0.05,NA,14
82,P2337,NA,NA,1000,NA,NA,NA,NA,0.05,NA,14
83,P2378,NA,NA,1000,NA,NA,NA,NA,0.05,NA,15
84,P3235,NA,NA,1000,NA,NA,NA,NA,0.05,NA,14
85,K2543,NA,NA,1000,2016-12-07,NA,FALSE,NA,0.051,NA,26
86,B2918,NA,NA,1000,2015-11-22,NA,FALSE,NA,0.054,NA,77
87,I1162,NA,NA,1000,2016-02-12,NA,FALSE,NA,0.053,NA,38
88,I3754,NA,NA,1000,2015-09-02,FVK,NA,NA,0.049,NA,34
89,I3826,NA,NA,1000,2015-09-02,FVK,FALSE,needles removed,0.049,NA,33
90,P0083,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.046,NA,23
91,P0888,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.052,NA,6
91,P0888,NA,NA,1000,2015-10-23,NA,FALSE,NA,0.052,NA,52
92,H1419,NA,NA,1000,2015-10-20,NA,FALSE,bract and needles removed,0.054,NA,59
93,B3988,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.048,NA,76
94,B3955,NA,NA,1000,2015-11-19,NA,FALSE,"bark, bract removed",0.051,NA,76
95,A0346,NA,NA,1000,2015-11-12,NA,FALSE,NA,0.048,NA,47
96,B4052,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.052,NA,74
96,B4052,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.052,NA,20
97,E0617,NA,NA,1000,2015-10-25,NA,FALSE,bracts removed,0.052,NA,55
98,E0621,NA,NA,1000,2015-10-17,NA,FALSE,needles removed,0.055,NA,56
99,B3982,NA,NA,1000,2015-11-20,NA,FALSE,leaves removed,0.05,NA,76
100,P1817,NA,NA,1000,2015-11-18,NA,FALSE,bracts removed,0.055,NA,67
101,H0257,NA,NA,1000,2015-10-16,NA,FALSE,bracts removed,0.051,NA,55
102,P0039,NA,NA,1000,NA,NA,NA,NA,0.052,NA,23
102,P0039,NA,NA,1000,NA,NA,NA,NA,0.052,NA,52
103,P0256,NA,NA,1000,NA,NA,NA,NA,0.07,NA,36
104,B3974,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.049,NA,76
104,B3974,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.049,NA,20
105,B3908,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,45
105,B3908,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,13
106,B3877,NA,NA,1000,2015-11-24,NA,FALSE,leaves removed,0.051,NA,75
107,B3858,NA,NA,1000,2015-11-24,NA,FALSE,grass removed,0.048,NA,45
107,B3858,NA,NA,1000,2015-11-24,NA,FALSE,grass removed,0.048,NA,45
108,B4093,NA,NA,1000,2015-11-30,NA,FALSE,bract and needles removed,0.048,NA,71
108,B4093,NA,NA,1000,2015-11-30,NA,FALSE,bract and needles removed,0.048,NA,71
109,B3905,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,45
109,B3905,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.05,NA,45
110,B4038,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.019,NA,74
111,B3854,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
111,B3854,NA,NA,1000,NA,NA,NA,NA,0.05,NA,75
112,B3856,NA,NA,1000,NA,NA,NA,NA,0.055,NA,NA
113,B3860,NA,NA,1000,NA,NA,NA,NA,0.06,NA,8
113,B3860,NA,NA,1000,NA,NA,NA,NA,0.06,NA,75
114,B3860,NA,NA,1000,NA,NA,NA,NA,0.06,NA,8
114,B3860,NA,NA,1000,NA,NA,NA,NA,0.06,NA,75
115,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
115,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,13
116,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
116,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,13
117,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,19
117,B3870,NA,NA,1000,NA,NA,NA,NA,0.05,NA,13
118,B3918,NA,NA,1000,NA,NA,NA,NA,0.057,NA,13
118,B3918,NA,NA,1000,NA,NA,NA,NA,0.057,NA,75
119,B3922,NA,NA,1000,NA,NA,NA,NA,0.051,NA,18
119,B3922,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
120,B3922,NA,NA,1000,NA,NA,NA,NA,0.051,NA,18
120,B3922,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
121,B3922,NA,NA,1000,NA,NA,NA,NA,0.057,NA,18
121,B3922,NA,NA,1000,NA,NA,NA,NA,0.057,NA,7
122,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
122,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
123,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
123,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
124,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
124,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
125,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
125,B3937,NA,NA,1000,NA,NA,NA,NA,0.055,NA,18
126,B3989,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
127,B3989,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
128,B3989,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
129,B3989,NA,NA,1000,NA,NA,NA,NA,0.053,NA,13
130,B3999,NA,NA,1000,NA,NA,NA,NA,0.051,NA,45
130,B3999,NA,NA,1000,NA,NA,NA,NA,0.051,NA,7
131,B3999,NA,NA,1000,NA,NA,NA,NA,0.054,NA,45
131,B3999,NA,NA,1000,NA,NA,NA,NA,0.054,NA,7
132,B3999,NA,NA,1000,NA,NA,NA,NA,0.057,NA,45
132,B3999,NA,NA,1000,NA,NA,NA,NA,0.057,NA,7
133,B4000,NA,NA,1000,NA,NA,NA,NA,0.039,NA,13
134,B4000,NA,NA,1000,NA,NA,NA,NA,0.039,NA,13
135,B4000,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
136,B4000,NA,NA,1000,NA,NA,NA,NA,0.051,NA,13
137,B4012,NA,NA,1000,2015-11-30,NA,TRUE,bracts removed,0.051,NA,45
138,B4012,NA,NA,1000,2015-12-15,NA,FALSE,needles removed,0.053,NA,45
139,B4016,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
140,B4016,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
141,B4016,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
142,B4016,NA,NA,1000,NA,NA,NA,NA,0.053,NA,NA
143,B4016,NA,NA,1000,NA,NA,NA,NA,0.057,NA,NA
144,B4019,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.053,TRUE,74
145,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
145,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
146,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
146,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
147,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
147,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
148,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
148,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
149,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
149,B4043,NA,NA,1000,NA,NA,NA,NA,0.053,NA,17
150,B4045,NA,NA,1000,NA,NA,NA,NA,0.039,NA,17
151,B4045,NA,NA,1000,NA,NA,NA,NA,0.052,NA,17
152,B4069,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.05,NA,45
152,B4069,NA,NA,1000,2015-11-19,NA,FALSE,NA,0.05,NA,74
153,B4069,NA,NA,1000,2015-12-15,NA,FALSE,grass removed,0.048,NA,45
153,B4069,NA,NA,1000,2015-12-15,NA,FALSE,grass removed,0.048,NA,74
154,B4072,NA,NA,1000,NA,NA,NA,NA,0.042,NA,NA
155,B4072,NA,NA,1000,NA,NA,NA,NA,0.042,NA,NA
156,B4072,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
157,B4074,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.049,NA,45
157,B4074,NA,NA,1000,2015-12-01,NA,FALSE,NA,0.049,NA,13
158,B4074,NA,NA,1000,NA,NA,NA,NA,0.054,NA,45
158,B4074,NA,NA,1000,NA,NA,NA,NA,0.054,NA,13
159,B4501,NA,NA,1000,NA,NA,NA,NA,0.055,NA,17
160,B4501,NA,NA,1000,NA,NA,NA,NA,0.055,NA,17
161,C0420,NA,NA,1000,NA,NA,NA,NA,0.052,NA,NA
162,C0420,NA,NA,1000,NA,NA,NA,NA,0.054,NA,NA
163,C0681,NA,NA,1000,2015-11-24,NA,FALSE,NA,0.014,NA,70
164,L1762,2018-06-01,Mark Castaneda,1000,2018-03-28,Adam Scott,FALSE,NA,0.05,TRUE,NA
165,P2210,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
166,P2210,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
167,K3213,NA,NA,1000,2016-11-22,NA,FALSE,needles removed,0.052,NA,44
168,P2210,NA,NA,1000,NA,NA,NA,NA,0.051,NA,NA
169,P0075,NA,NA,1000,2015-10-28,NA,TRUE,NA,0.011,NA,52
170,B4019,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.053,NA,74
171,A0803,NA,NA,1000,2015-11-12,NA,FALSE,NA,0.054,NA,48
172,A1379,NA,NA,1000,2015-11-12,NA,TRUE,NA,0.051,NA,50
173,B0850,NA,NA,1000,2015-11-03,NA,FALSE,needles removed,0.017,NA,53
174,B1686,NA,NA,1000,2015-11-03,NA,FALSE,grass removed,0.05,NA,49
175,L1762,2018-03-01,Mark Castaneda,1000,2018-02-16,Jinghan Xu,FALSE,leaves and needles removed,0.05,TRUE,NA
176,013.90,2018-07-01,Mark Castaneda,1000,2018-06-15,Mark Castaneda,NA,NA,NA,FALSE,NA
177,H0410,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.05,NA,65
178,H0789,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.053,NA,NA
179,H1569,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.051,NA,NA
180,H1659,NA,NA,1000,2015-10-15,NA,FALSE,bracts removed,0.053,NA,66
181,H0799,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.048,NA,NA
182,H1096,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.052,NA,NA
183,H1166,NA,NA,1000,2015-10-08,FVK,FALSE,bracts and grass removed,0.047,NA,NA
184,H1103,NA,NA,1000,2015-10-11,FVK,FALSE,bracts removed,0.051,NA,64
185,H1165,NA,NA,1000,2015-10-08,FVK,FALSE,NA,0.049,NA,64
186,H1180,NA,NA,1000,2015-10-08,FVK,FALSE,needles removed,0.05,NA,64
187,H1242,NA,NA,1000,2015-10-08,FVK,FALSE,bracts and grass removed,0.046,NA,NA
188,H1286,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.047,NA,66
189,K1478,NA,NA,1000,2017-01-18,NA,TRUE,bracts removed,0.048,NA,22
190,K5525,NA,NA,1000,2016-11-08,NA,FALSE,leaves removed,0.052,NA,NA
191,K5595,NA,NA,1000,2016-11-09,NA,FALSE,needles removed,0.029,NA,NA
192,K5710,NA,NA,1000,2016-11-08,NA,FALSE,needles removed,0.051,NA,NA
193,K5715,NA,NA,1000,2016-11-08,NA,FALSE,leaves removed,0.052,NA,NA
194,K5792,NA,NA,1000,2016-11-08,NA,FALSE,needles removed,0.026,NA,NA
195,K5892,NA,NA,1000,2016-11-09,NA,FALSE,needles removed,0.022,NA,NA
196,K6396,NA,NA,1000,2016-11-08,NA,FALSE,leaves removed,0.05,NA,NA
197,K6452,NA,NA,1000,2016-11-08,NA,TRUE,NA,0.041,NA,NA
198,K6584,NA,NA,1000,2016-11-08,NA,FALSE,leaves and needles removed,0.05,NA,NA
199,H0669,NA,NA,1000,2015-10-16,NA,FALSE,NA,0.03,NA,62
200,H0563,NA,NA,1000,2015-10-15,NA,TRUE,NA,0.049,NA,65
201,H0576,NA,NA,1000,2015-10-13,NA,FALSE,NA,0.051,NA,65
202,H0356,NA,NA,1000,2015-10-13,NA,FALSE,bract and needles removed,0.051,NA,65
203,H0262,NA,NA,1000,2015-10-15,NA,FALSE,NA,0.043,NA,63
204,K660,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
205,003.84,NA,NA,1000,2018-11-27,Erica Walker,TRUE,NA,0.045,NA,NA
206,004.14,NA,NA,1000,2019-02-12,Odessa Fung,TRUE,plant material removed,0.02,NA,NA
207,005.48,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.034,NA,NA
208,007.86,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.039,NA,NA
209,011.29,NA,NA,1000,2019-02-20,Odessa Fung,TRUE,NA,0.026,NA,NA
210,013.36,NA,NA,1000,2019-02-01,Odessa Fung,FALSE,NA,0.036,NA,NA
211,013.65,NA,NA,1000,2019-02-12,Odessa Fung,FALSE,NA,0.031,NA,NA
212,015.46,NA,NA,1000,2019-03-12,Odessa Fung,TRUE,NA,0.032,NA,NA
213,015.96,NA,NA,1000,2019-04-04,Erica Walker,FALSE,NA,0.03,NA,NA
214,016.30,NA,NA,1000,2018-11-13,Erica Walker,FALSE,NA,0.021,NA,NA
215,016.69,NA,NA,1000,2019-02-20,Odessa Fung,FALSE,NA,0.045,NA,NA
216,017.42,NA,NA,1000,2019-03-26,Erica Walker,FALSE,NA,0.027,NA,NA
217,017.60,NA,NA,1000,2018-12-06,Odessa Fung,TRUE,NA,0.028,NA,NA
218,018.68,NA,NA,1000,2019-03-13,Odessa Fung,FALSE,plant material removed,0.045,NA,NA
219,018.98,NA,NA,1000,2018-12-06,Odessa Fung,FALSE,NA,0.041,NA,NA
220,019.55,NA,NA,1000,2018-11-20,Erica Walker,FALSE,plant material removed,0.028,NA,NA
221,019.62,NA,NA,1000,2018-11-15,Odessa Fung,TRUE,NA,0.043,NA,NA
222,019.94,NA,NA,1000,2019-03-20,Odessa Fung,TRUE,NA,0.044,NA,NA
223,020.05,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.022,NA,NA
224,020.18,NA,NA,1000,2019-02-12,Odessa Fung,TRUE,plant material removed,0.042,NA,NA
225,020.77,NA,NA,1000,2019-02-06,Odessa Fung,FALSE,NA,0.04,NA,NA
226,020.92,NA,NA,1000,2018-11-20,Erica Walker,FALSE,NA,0.029,NA,NA
227,020.96,NA,NA,1000,2019-02-05,Odessa Fung,FALSE,NA,0.025,NA,NA
228,021.02,NA,NA,1000,2019-01-16,Odessa Fung,FALSE,NA,0.046,NA,NA
229,021.93,NA,NA,1000,2019-03-26,Erica Walker,TRUE,NA,0.034,NA,NA
230,022.74,NA,NA,1000,2019-02-12,Odessa Fung,FALSE,NA,0.011,NA,NA
231,023.51,NA,NA,1000,2019-02-05,Odessa Fung,FALSE,NA,0.019,NA,NA
232,024.49,NA,NA,1000,2019-03-19,Odessa Fung,TRUE,NA,0.028,NA,NA
233,024.66,NA,NA,1000,2018-11-27,Erica Walker,TRUE,NA,0.047,NA,NA
234,B1915,NA,NA,1000,2015-11-09,NA,FALSE,NA,0.027,NA,47
235,B2571,NA,NA,1000,2015-11-09,NA,FALSE,NA,0.042,NA,NA
236,B3083,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.026,NA,77
237,B3178,NA,NA,1000,2015-11-09,NA,FALSE,NA,0.009,NA,75
238,B3933,NA,NA,1000,2015-11-20,NA,FALSE,bracts removed,0.039,NA,75
239,B4377,NA,NA,1000,2015-11-20,NA,FALSE,NA,0.04,NA,74
240,B4390,NA,NA,1000,2015-11-23,NA,FALSE,NA,0.046,NA,NA
241,H0738,NA,NA,1000,2015-10-14,NA,FALSE,NA,0.05,NA,63
242,H2315,NA,NA,1000,2015-10-14,NA,FALSE,NA,0.05,NA,60
243,K5902,NA,NA,1000,2016-11-10,NA,TRUE,NA,0.05,NA,42
244,K6276,NA,NA,1000,2016-11-11,NA,FALSE,NA,0.05,NA,43
245,H1042,NA,NA,1000,2015-10-11,FVK,FALSE,NA,0.031,NA,64
246,H1902,NA,NA,1000,2015-10-11,FVK,FALSE,needles removed,0.05,NA,60
247,H1693,NA,NA,1000,2015-10-20,FVK,TRUE,bract and needles removed,0.048,NA,NA
248,H0776,NA,NA,1000,2015-10-17,NA,FALSE,bracts removed,0.052,NA,57
249,L2934,2018-03-01,Mark Castaneda,1000,2018-03-09,Jinghan Xu,FALSE,leaves and seedling removed,0.05,TRUE,16
250,003.03,2018-06-01,Mark Castaneda,1000,2018-06-06,Mark Castaneda,NA,NA,NA,FALSE,NA
251,B1718,NA,NA,1000,2015-12-15,NA,FALSE,NA,0.051,NA,79
252,P2408,NA,NA,1000,2015-11-05,NA,FALSE,NA,0.052,NA,54
253,L0382,2018-03-01,Mark Castaneda,1000,2018-01-22,Alexandra Geiger,FALSE,NA,0.049,TRUE,NA
254,L2981,2018-03-01,Mark Castaneda,1000,2018-03-02,Adam Scott,FALSE,seedling removed,0.005,FALSE,NA
255,I1330,NA,NA,1000,NA,NA,NA,NA,0.05,NA,34
256,I2822,NA,NA,1000,2015-09-01,FVK,FALSE,NA,0.049,NA,34
257,I3291,NA,NA,1000,NA,NA,NA,NA,0.05,NA,NA
258,I3424,NA,NA,1000,NA,NA,NA,NA,0.051,NA,34
259,I3579,NA,NA,1000,NA,NA,NA,NA,0.05,NA,34
260,I3636,NA,NA,1000,NA,NA,NA,NA,0.054,NA,34
261,I3649,NA,NA,1000,NA,NA,NA,NA,0.049,NA,34
262,I3758,NA,NA,1000,NA,NA,NA,NA,0.049,NA,34
263,P2384,NA,NA,1000,2015-11-07,NA,FALSE,NA,0.048,NA,54
264,H2518,NA,NA,1000,2015-10-23,NA,TRUE,NA,0.051,NA,4
265,P0137,NA,NA,1000,2015-11-13,NA,TRUE,lots of bracts and hair,0.048,NA,52
266,P2892,NA,NA,1000,2015-11-06,NA,FALSE,NA,0.05,NA,54
267,L0475,NA,NA,1000,2018-01-10,NA,FALSE,NA,0.05,NA,25
268,L0476,NA,NA,1000,2018-01-04,NA,FALSE,NA,0.054,NA,25
269,L0483,NA,NA,1000,2018-01-10,NA,FALSE,NA,0.05,NA,15
270,L0499,NA,NA,1000,2018-01-08,NA,FALSE,leaves and needles removed,0.053,NA,25
271,L0504,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.034,NA,NA
272,L0508,NA,NA,1000,2018-01-11,NA,FALSE,NA,0.051,NA,NA
273,L0532,NA,NA,1000,2018-01-04,NA,TRUE,grass removed,0.016,NA,16
274,L0536,NA,NA,1000,2018-01-04,NA,TRUE,bark removed,0.049,NA,16
275,L0547,NA,NA,1000,2018-01-04,NA,FALSE,NA,0.05,NA,25
276,L0579,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.049,NA,NA
277,L0595,NA,NA,1000,2018-01-08,NA,FALSE,NA,0.038,NA,25
278,L0606,NA,NA,1000,2018-01-10,NA,FALSE,bracts removed,0.051,NA,16
279,L0610,NA,NA,1000,2018-01-17,NA,FALSE,NA,0.05,NA,NA
280,L0624,NA,NA,1000,2018-01-08,NA,FALSE,NA,0.051,NA,NA
281,L0629,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.05,NA,NA
282,L0638,NA,NA,1000,2018-01-10,NA,FALSE,NA,0.053,NA,25
283,L0640,NA,NA,1000,2018-01-05,NA,TRUE,NA,0.05,NA,16
284,L0641,NA,NA,1000,2018-01-05,NA,TRUE,bract and grass removed,0.051,NA,25
285,L0650,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.031,NA,24
286,L0680,NA,NA,1000,2018-01-10,NA,TRUE,NA,0.05,NA,25
287,L0716,NA,NA,1000,2018-01-04,NA,FALSE,NA,0.051,NA,25
288,L0721,NA,NA,1000,2018-01-05,NA,FALSE,NA,0.052,NA,25
289,L0725,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.05,NA,24
290,L0737,NA,NA,1000,2018-01-12,NA,FALSE,leaves removed,0.052,NA,24
291,L0766,NA,NA,1000,2018-01-10,NA,FALSE,NA,0.028,NA,26
292,L0804,NA,NA,1000,2018-01-10,NA,FALSE,NA,0.053,NA,26
293,L0846,NA,NA,1000,2018-01-17,NA,FALSE,NA,0.051,NA,16
294,L0897,NA,NA,1000,2018-01-17,NA,FALSE,NA,0.053,NA,16
295,L0898,NA,NA,1000,2018-01-11,NA,FALSE,NA,0.051,NA,16
296,L0963,NA,NA,1000,2018-01-03,NA,FALSE,NA,0.053,NA,NA
297,L0979,NA,NA,1000,2018-01-03,NA,FALSE,NA,0.053,NA,NA
298,L1020,NA,NA,1000,2018-01-12,NA,FALSE,leaves removed,0.05,NA,24
299,L1025,NA,NA,1000,2018-01-03,NA,FALSE,bracts removed,0.053,NA,25
300,L1027,NA,NA,1000,2018-01-04,NA,FALSE,NA,0.05,NA,16
301,L1044,NA,NA,1000,2018-01-11,NA,FALSE,NA,0.019,NA,24
302,L1053,NA,NA,1000,2018-01-12,NA,FALSE,NA,0.05,NA,25
303,L1058,NA,NA,1000,2018-01-08,NA,FALSE,NA,0.049,NA,16
304,L1070,NA,NA,1000,2018-01-11,NA,TRUE,NA,0.051,NA,NA
305,L1074,NA,NA,1000,2018-01-10,NA,FALSE,grass and leaves removed,0.053,NA,26
306,L1078,NA,NA,1000,2018-01-11,NA,FALSE,NA,0.019,NA,24
307,L1085,NA,NA,1000,2018-01-12,NA,TRUE,needles removed,0.051,NA,24
